source_node_id,source_label,source_id,cve_id,population_impact,grid_severity,cascade_risk,recovery_time_hours,all_properties
388409,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 210192, ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V2.6.10""], ""discoveredDate"": ""2024-01-16T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
388410,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 79159, ""patchVersion"": ""V3.1.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-09-05T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V3.8.14""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388411,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 141778, ""patchVersion"": ""V6.4.0"", ""patchAvailable"": false, ""gridImpact"": ""LoadShedding"", ""discoveredDate"": ""2024-05-27T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V2.4.10""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388415,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 127958, ""patchVersion"": ""V3.6.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2025-05-15T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V5.6.11""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388418,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 176191, ""patchVersion"": ""V3.7.0"", ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-02-09T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V2.6.4""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388424,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 97575, ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V5.9.17""], ""discoveredDate"": ""2023-12-11T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
388446,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 185033, ""patchAvailable"": false, ""gridImpact"": ""LoadShedding"", ""affectedFirmwareVersions"": [""V4.0.20""], ""discoveredDate"": ""2023-12-25T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
388448,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 214336, ""patchVersion"": ""V4.5.0"", ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2025-05-15T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V5.7.14""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388456,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 194656, ""patchVersion"": ""V4.8.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2025-03-11T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V4.0.5""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388470,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 158367, ""patchVersion"": ""V3.7.0"", ""patchAvailable"": true, ""gridImpact"": ""LoadShedding"", ""discoveredDate"": ""2025-03-07T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V3.0.18""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388471,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 147647, ""patchVersion"": ""V4.4.0"", ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-05-28T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V5.0.15""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388473,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 208933, ""patchVersion"": ""V7.6.0"", ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2023-12-07T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V4.1.20""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388475,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 123270, ""patchVersion"": ""V4.2.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-10-24T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V2.6.13""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388476,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 10745, ""patchVersion"": ""V4.1.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-12-25T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V2.1.0""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388479,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 85828, ""patchVersion"": ""V7.5.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-04-15T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V3.2.0""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388481,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 86104, ""patchVersion"": ""V6.5.0"", ""patchAvailable"": true, ""gridImpact"": ""LoadShedding"", ""discoveredDate"": ""2023-11-07T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V2.2.14""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388482,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 15285, ""patchVersion"": ""V6.8.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-06-07T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V4.2.4""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388487,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 201215, ""patchVersion"": ""V4.2.0"", ""patchAvailable"": true, ""gridImpact"": ""LoadShedding"", ""discoveredDate"": ""2025-06-23T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V3.8.11""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388497,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 78494, ""patchVersion"": ""V5.5.0"", ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-03-23T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V5.1.4""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388506,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 194656, ""patchVersion"": ""V5.6.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2025-04-24T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V2.0.6""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388507,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 131510, ""patchVersion"": ""V5.3.0"", ""patchAvailable"": true, ""gridImpact"": ""LoadShedding"", ""discoveredDate"": ""2025-01-27T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V5.3.11""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388511,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Patched"", ""populationImpact"": 20582, ""patchVersion"": ""V7.8.0"", ""patchAvailable"": true, ""gridImpact"": ""LoadShedding"", ""discoveredDate"": ""2024-03-20T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V2.1.12""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388540,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 211081, ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V5.3.10""], ""discoveredDate"": ""2024-07-09T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
388543,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 215957, ""patchVersion"": ""V6.0.0"", ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-09-03T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V4.9.17""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388547,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 15773, ""patchVersion"": ""V5.2.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2025-04-18T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V4.0.19""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388560,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 227768, ""patchVersion"": ""V7.5.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2025-03-10T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V4.0.9""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388565,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 163975, ""patchVersion"": ""V3.9.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2025-06-18T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V5.0.2""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388580,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 179034, ""patchVersion"": ""V3.9.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-12-03T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V4.0.20""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388582,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 246464, ""patchVersion"": ""V7.7.0"", ""patchAvailable"": true, ""gridImpact"": ""LoadShedding"", ""discoveredDate"": ""2025-08-22T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V3.9.19""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388589,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 159805, ""patchVersion"": ""V4.5.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2025-06-15T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V5.6.8""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388593,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 191518, ""patchVersion"": ""V3.4.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-07-26T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V5.4.7""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388602,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 211081, ""patchVersion"": ""V4.8.0"", ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-10-01T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V4.1.9""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388604,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 205535, ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V3.2.16""], ""discoveredDate"": ""2024-12-13T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
388611,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 59212, ""patchVersion"": ""V4.1.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-04-26T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V4.8.12""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388613,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 139756, ""patchAvailable"": false, ""gridImpact"": ""LoadShedding"", ""affectedFirmwareVersions"": [""V3.3.7""], ""discoveredDate"": ""2025-06-01T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
388622,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 59031, ""patchVersion"": ""V4.3.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-11-27T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V3.6.3""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388631,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 66741, ""patchVersion"": ""V5.6.0"", ""patchAvailable"": true, ""gridImpact"": ""LoadShedding"", ""discoveredDate"": ""2024-01-22T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V3.9.10""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388633,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 243616, ""patchVersion"": ""V5.3.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2025-04-24T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V5.1.2""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388638,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 159805, ""patchVersion"": ""V7.6.0"", ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2025-02-10T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V3.7.7""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388641,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 53870, ""patchVersion"": ""V7.4.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2025-05-04T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V4.8.5""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388644,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Patched"", ""populationImpact"": 86104, ""patchVersion"": ""V7.2.0"", ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-08-26T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V3.1.1""], ""cascadeRisk"": ""High"", ""isExploited"": true}"
388658,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 80497, ""patchVersion"": ""V5.7.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-01-30T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V5.9.14""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388659,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 127735, ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V2.1.2""], ""discoveredDate"": ""2025-09-08T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
388665,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 118195, ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V2.2.1""], ""discoveredDate"": ""2024-01-10T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
388671,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 237084, ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V3.6.12""], ""discoveredDate"": ""2023-11-26T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
388672,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 62584, ""patchVersion"": ""V5.8.0"", ""patchAvailable"": true, ""gridImpact"": ""LoadShedding"", ""discoveredDate"": ""2024-04-09T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V3.2.15""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388690,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 213241, ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V5.9.19""], ""discoveredDate"": ""2024-07-15T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
388696,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 125576, ""patchVersion"": ""V4.5.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2025-05-19T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V3.7.2""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388698,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 149015, ""patchVersion"": ""V6.2.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-09-18T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V3.4.9""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388705,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 123270, ""patchVersion"": ""V6.5.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-09-23T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V4.0.9""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388712,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Patched"", ""populationImpact"": 243616, ""patchVersion"": ""V6.2.0"", ""patchAvailable"": true, ""gridImpact"": ""LoadShedding"", ""discoveredDate"": ""2024-11-30T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V3.4.17""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388713,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 100833, ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V4.8.15""], ""discoveredDate"": ""2024-05-20T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
388714,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 7161, ""patchVersion"": ""V6.8.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2023-12-17T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V5.9.19""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388715,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 54502, ""patchVersion"": ""V7.8.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2025-05-26T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V5.4.7""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388721,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 54897, ""patchVersion"": ""V3.7.0"", ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-07-29T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V4.7.15""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388724,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 191518, ""patchVersion"": ""V6.0.0"", ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2024-01-19T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V5.9.17""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388725,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Patched"", ""populationImpact"": 126862, ""patchVersion"": ""V5.6.0"", ""patchAvailable"": false, ""gridImpact"": ""Blackout"", ""discoveredDate"": ""2025-01-16T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V5.4.11""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
388737,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Mitigated"", ""populationImpact"": 205535, ""patchAvailable"": true, ""gridImpact"": ""Blackout"", ""affectedFirmwareVersions"": [""V3.8.4""], ""discoveredDate"": ""2024-02-27T01:24:41.763000000+00:00"", ""cascadeRisk"": ""High"", ""isExploited"": false}"
388741,Device,,,,,,,"{""exploitabilityScore"": 3.9, ""mitigationStatus"": ""Unpatched"", ""populationImpact"": 197185, ""patchVersion"": ""V5.1.0"", ""patchAvailable"": true, ""gridImpact"": ""LoadShedding"", ""discoveredDate"": ""2025-01-13T01:24:41.763000000+00:00"", ""affectedFirmwareVersions"": [""V2.1.2""], ""cascadeRisk"": ""High"", ""isExploited"": false}"
